sample_id,system,question,gold_answer,prediction,exact_match,f1_score,time_seconds
393,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.717535376668873
394,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.59276492639381
395,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,4.581603343359721
396,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,4.2994912818497815
397,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,4.306666007506285
398,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.5597630862289797
399,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.007633834297267
400,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.777542061072464
401,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,4.0112225846490865
402,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,4.195987626730582
403,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.249863336645395
404,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.785171804847952
405,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.726651752116834
406,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,4.510624437986087
407,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.5378058345629038
408,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.9082901734614173
409,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.652614474673941
410,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,4.152766391618389
411,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,4.142794856039895
412,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,4.4074016211062785
413,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.7995935650264414
414,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.2389557159318665
415,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.8289103312695523
416,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.6622611329323393
417,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.1838488487635273
418,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.603171009813512
419,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.9191545749632906
420,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.483794017400637
421,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.632784470753713
422,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.3617673300845046
423,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,3.977684351843419
424,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,3.6960385038079133
425,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.840184760494698
426,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.7178657181654304
427,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.5522195000471295
428,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.179843907266126
429,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.023440853654543
430,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.6829587167530122
431,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.6775348846967595
432,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.902305878271438
433,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.243793966547044
434,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.073048502506358
435,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,3.9802676151453444
436,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,3.1689156330603314
437,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,3.8431104338517854
438,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.38552435783054
439,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,4.069612151743907
440,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.25353365350686935,3.8613307777958576
441,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.10240104673287724,3.8912750653854515
442,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,I dont know,0.0,0.09498903458888094,3.9289540056053327
443,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.23288567773717667,4.118570983580591
444,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.16553794254492926,4.024046117729974
445,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.23102396532691122,3.3754719801801922
446,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.07154949847151224,3.7968383011553297
447,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Not stated,0.0,0.23927855450854835,3.1773196582183765
448,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.0902098082859016,3.9645228904503593
449,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.0948505522642243,5.042845282117434
450,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.23026901133782512,3.9636645413906324
451,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.2258087439278602,4.303216210825971
452,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.20823659956108542,4.890665612295957
453,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.1461717222993067,3.9343011076045507
454,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.25791772068172497,3.536318938912934
455,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.12098558651267163,3.8629818361369055
456,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.11080058886708488,3.620195507878191
457,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.1258935793125579,3.9118269317711274
458,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.24479486762749164,3.425274013225259
459,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.13756819164500655,3.1167002430157966
460,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.2608879587063155,3.9879626367642613
461,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.21788771039511518,4.12758382686867
462,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.16458133829751578,3.495241355979865
463,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.25725363064118945,4.085747902390967
464,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.22425184483030952,2.9939239453441795
465,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.23860038401186945,4.328711231917057
466,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.1922358072408894,3.6318185333988047
467,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.17490814908488622,3.5984167851459494
468,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.20628019542380016,3.9887419556233716
469,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.23423320961695576,3.2271467636810955
470,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.080775025074358,2.924587588576296
471,Published Self-RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.11855825991827132,3.28067080731918
472,Published Self-RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.09346973119832085,2.9775699437525263
473,Published Self-RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.08234271393181866,3.311354805148977
474,Published Self-RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.22734065117110008,3.2451063448196154
475,Published Self-RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.250094385425255,3.8229651608157176
